Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,Counts,simc_yield,simc_yield_error,%error/yield
Q3p85_W2p62_t0p21_loweps_left,3,0.226,0.264,14,312,336,13.0,2.2992582840833125e-05,6.4091895051257835e-06,27.875030610930484
Q3p85_W2p62_t0p21_loweps_left,3,0.226,0.264,15,336,360,3.0,5.315265792338171e-06,3.0758809156462327e-06,57.86880723970646
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,1,0,24,13.0,2.124712652490738e-05,5.929162602422686e-06,27.905715135042392
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,2,24,48,29.0,4.577329579373905e-05,8.557303760107863e-06,18.694969658003842
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,3,48,72,74.0,0.00011925596113920041,1.3957021854598388e-05,11.703416517944277
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,4,72,96,494.0,0.0007612796419598501,3.452095712463073e-05,4.534596122360431
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,5,96,120,4563.0,0.006183459785121771,9.273294928134856e-05,1.4996935777681681
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,6,120,144,12657.0,0.014997755785145492,0.000135923515027946,0.9062923611716046
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,7,144,168,14969.0,0.016225892268893885,0.0001360730222214169,0.8386165763116642
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,8,168,192,15246.0,0.015982351087241345,0.00013328400348450078,0.8339449105889116
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,9,192,216,14893.0,0.016088370463607733,0.00013539997910132052,0.8416015743023721
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,10,216,240,12575.0,0.01486293840957768,0.00013515472264144371,0.9093405282117699
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,11,240,264,4560.0,0.0062055359154575265,9.305866086786422e-05,1.4996071594084572
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,12,264,288,479.0,0.0007370563979832667,3.393261813201611e-05,4.603802127606859
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,13,288,312,63.0,9.925180732224229e-05,1.2600830010547593e-05,12.695819200184733
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,14,312,336,16.0,2.422772631691572e-05,6.121759894823427e-06,25.26757903216545
Q3p85_W2p62_t0p21_loweps_left,4,0.264,0.302,15,336,360,12.0,1.9110369642634828e-05,5.5796156318264005e-06,29.196795960337663
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,1,0,24,11.0,1.721186719402823e-05,5.236234228807382e-06,30.4222323457395
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,2,24,48,17.0,2.4547043976492472e-05,5.986219997898056e-06,24.3867245425998
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,3,48,72,61.0,9.032500365591287e-05,1.1673499278285726e-05,12.923884645225314
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,4,72,96,775.0,0.0010699122326712732,3.881881234820247e-05,3.6282239947180246
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,5,96,120,7108.0,0.008308877358353624,0.00010033385278960148,1.2075500511356965
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,6,120,144,16925.0,0.016550299550883888,0.00013117339659737484,0.7925741536827312
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,7,144,168,21134.0,0.017659883284804744,0.0001274332253334825,0.7215972114783513
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,8,168,192,21198.0,0.01665591451813448,0.00012111629373634349,0.7271668787953706
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,9,192,216,20941.0,0.01741986521739902,0.00012629968646895242,0.7250325125524156
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,10,216,240,17209.0,0.016738228005064453,0.0001315760369282051,0.7860810408867318
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,11,240,264,7068.0,0.008343214930750383,0.00010099272118085565,1.2104772802703339
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,12,264,288,706.0,0.000990254580168845,3.762773450677912e-05,3.7998041372717855
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,13,288,312,52.0,7.684011498337403e-05,1.079363413772795e-05,14.046874005932159
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,14,312,336,24.0,3.7029686699194524e-05,7.62874649169569e-06,20.60170412368526
Q3p85_W2p62_t0p21_loweps_left,5,0.302,0.35,15,336,360,14.0,2.0243572486369504e-05,5.475623860803042e-06,27.048703308123674
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,1,0,24,8.0,1.2992741132499928e-05,4.630575476221867e-06,35.639711658989235
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,2,24,48,8.0,1.229760881218785e-05,4.367559532459467e-06,35.5155184976358
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,3,48,72,27.0,4.5820544006690035e-05,8.900790586350559e-06,19.42532717431508
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,4,72,96,528.0,0.0006909561573791834,3.060841081652217e-05,4.429862950005504
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,5,96,120,6473.0,0.006667327103115044,8.53843330108244e-05,1.2806381281478143
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,6,120,144,17631.0,0.013411829225512515,0.00010717330362403943,0.7990953495006491
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,7,144,168,22771.0,0.013387504314727157,9.786184021798712e-05,0.7309939023536486
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,8,168,192,20311.0,0.011110234510715399,8.799558443703563e-05,0.7920227458040354
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,9,192,216,22378.0,0.013142713315523684,9.691152029668011e-05,0.7373783325412099
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,10,216,240,17372.0,0.013189569170652473,0.00010605041040890044,0.8040475699909024
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,11,240,264,6749.0,0.006919624995112634,8.661737267752767e-05,1.2517639718728393
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,12,264,288,529.0,0.0006873698165893532,3.0355385781853243e-05,4.41616507580636
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,13,288,312,22.0,3.491311928074245e-05,7.518511225132336e-06,21.53491690236751
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,14,312,336,9.0,1.659119304905232e-05,5.5761148532101085e-06,33.608884163569016
Q3p85_W2p62_t0p21_loweps_left,6,0.35,0.408,15,336,360,2.0,3.795380560996856e-06,2.6962184674927977e-06,71.03947612527784
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,1,0,24,2.0,3.4614439572540808e-06,2.4594878115002994e-06,71.05380996696476
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,2,24,48,2.0,3.4826010550546015e-06,2.4628263650737382e-06,70.71801582036576
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,3,48,72,11.0,1.774728854910042e-05,5.390175509693077e-06,30.37182550326143
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,4,72,96,331.0,0.00042658521266875006,2.3923848995997475e-05,5.60822276194902
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,5,96,120,3897.0,0.0036255814900172803,6.094262620152833e-05,1.6809062592946395
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,6,120,144,12081.0,0.0070439428940912065,7.139006697479796e-05,1.013495822555338
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,7,144,168,8962.0,0.00467390423431249,5.7209021758215097e-05,1.2240092841061447
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,8,168,192,5809.0,0.003349018567087702,5.0563441099203736e-05,1.5097987689920027
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,9,192,216,9489.0,0.0049375435311550435,5.858915579608003e-05,1.1866053519608002
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,10,216,240,12456.0,0.007263896895694297,7.225400283936559e-05,0.9947002810873379
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,11,240,264,3907.0,0.003606670392885872,6.046449256370142e-05,1.6764629416363395
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,12,264,288,308.0,0.0003859917259319636,2.2420424042409722e-05,5.808524519088172
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,13,288,312,20.0,3.236221611816129e-05,7.316297439261685e-06,22.60752913999566
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,14,312,336,7.0,1.1728413825392655e-05,4.458465669592076e-06,38.01422541843855
Q3p85_W2p62_t0p21_loweps_left,7,0.408,0.5,15,336,360,6.0,9.697783050405917e-06,3.98192673433103e-06,41.06017544045142
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,1,0,24,1655.0,0.0033295458851304127,8.286403786169232e-05,2.488748938158775
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,2,24,48,1908.0,0.0038180876613041676,8.845192073942512e-05,2.316655053153286
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,3,48,72,2734.0,0.005334365895545718,0.00010325095269525887,1.9355806241464442
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,4,72,96,3448.0,0.006516426899858328,0.00011238077691420194,1.7245766528378486
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,5,96,120,3707.0,0.006796634196483754,0.00011310758258772692,1.664170519081978
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,6,120,144,3663.0,0.006516013047597286,0.0001091787722824699,1.6755456363416656
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,7,144,168,3774.0,0.0065735784000950735,0.00010862069622824526,1.6523830647045192
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,8,168,192,3791.0,0.006548417174864538,0.00010794827507887113,1.6484636240528487
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,9,192,216,3872.0,0.006730024931472756,0.0001097681267349391,1.6310211010008568
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,10,216,240,3832.0,0.006838735956853281,0.0001120204867353447,1.6380291247110652
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,11,240,264,3627.0,0.006645553461166137,0.00011181909187780416,1.6826151882040925
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,12,264,288,3570.0,0.006753161075461899,0.00011447253651734146,1.6950956039429552
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,13,288,312,2733.0,0.0053819386363872426,0.00010414464426833407,1.935076768884227
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,14,312,336,1957.0,0.003906830526328274,8.940302491426047e-05,2.28837735119991
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.208,15,336,360,1668.0,0.0033603800697250713,8.327781343881313e-05,2.478226025356307
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,1,0,24,1441.0,0.0027324919200356437,7.27918371520903e-05,2.663936043812374
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,2,24,48,1670.0,0.003117763256737254,7.7172947879026e-05,2.4752664498262025
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,3,48,72,2515.0,0.004569670843437372,9.218469812658112e-05,2.0173159355442434
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,4,72,96,3365.0,0.005834403002625831,0.00010176135509126536,1.7441605429975724
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,5,96,120,3505.0,0.0057629327056992925,9.855627428983765e-05,1.7101756921848097
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,6,120,144,3560.0,0.005595250136766295,9.510081337130268e-05,1.6996704534511662
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,7,144,168,3648.0,0.005512478884342347,9.266671233054374e-05,1.6810352343254211
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,8,168,192,3424.0,0.005146934520811083,8.930306050796067e-05,1.7350727922974973
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,9,192,216,3632.0,0.00553911508606206,9.328059966599798e-05,1.6840343306951264
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,10,216,240,3748.0,0.0058673535060980156,9.722400682567799e-05,1.6570333920502973
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,11,240,264,3504.0,0.005752382112799703,9.844572373358878e-05,1.7113905474835525
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,12,264,288,3347.0,0.005804191764678839,0.00010151934908338832,1.7490695207760019
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,13,288,312,2538.0,0.004623229886002726,9.28413136305368e-05,2.0081483274630756
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,14,312,336,1731.0,0.003249263866901006,7.899675387086648e-05,2.4312200272675866
Q3p85_W2p62_t0p21_loweps_center,2,0.208,0.226,15,336,360,1373.0,0.0026123299273385966,7.127536483052608e-05,2.7284212489630044
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,1,0,24,3924.0,0.00723650328571499,0.00011677254115140328,1.6136597544550935
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,2,24,48,4803.0,0.008665467581441495,0.00012641651051004357,1.4588538855166344
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,3,48,72,7114.0,0.012291161606897059,0.00014738254533878134,1.1990937069453156
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,4,72,96,9775.0,0.015795990944035648,0.0001617951959255055,1.0242801258796441
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,5,96,120,10765.0,0.01612205863609668,0.00015767339757885904,0.9779979166297923
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,6,120,144,10557.0,0.014712442616474046,0.00014565114902018715,0.989986182560171
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,7,144,168,7747.0,0.010628420262627296,0.0001231450373168319,1.1586391417908706
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,8,168,192,6405.0,0.008838339477897193,0.00011265802191171461,1.2746514454830387
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,9,192,216,7627.0,0.010503373292153093,0.0001226358737115572,1.1675855965547428
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,10,216,240,10431.0,0.01454353762644536,0.00014487309979710795,0.9961338397727716
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,11,240,264,10897.0,0.016292548941521982,0.00015831612683758978,0.9717087694861364
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,12,264,288,9756.0,0.01571010087173829,0.0001610523383641314,1.0251515230806492
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,13,288,312,7016.0,0.012161748400620584,0.00014683099114028164,1.2073181117016794
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,14,312,336,4778.0,0.008644596169719928,0.00012638825709770582,1.4620492920237893
Q3p85_W2p62_t0p21_loweps_center,3,0.226,0.264,15,336,360,3847.0,0.007071134588637565,0.00011521241037015933,1.6293341461113096
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,1,0,24,3883.0,0.00693708286816265,0.00011241036135484937,1.620426964635962
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,2,24,48,5036.0,0.008783918010298885,0.00012503399418531776,1.4234421819365697
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,3,48,72,7842.0,0.012845538676420222,0.0001466534900759599,1.14166866622077
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,4,72,96,10919.0,0.016278873862173495,0.00015777046612045962,0.9691730979442252
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,5,96,120,11470.0,0.015359718224949281,0.0001458216463098464,0.9493770925626985
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,6,120,144,7228.0,0.009112520649176479,0.00010970854382296938,1.2039319091461704
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,7,144,168,3046.0,0.0041010794955503626,7.613746489827364e-05,1.856522532198709
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,8,168,192,2292.0,0.003163681619737846,6.75476063011426e-05,2.1350949438060027
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,9,192,216,3131.0,0.004213567289854926,7.71404448684049e-05,1.8307633309698694
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,10,216,240,7341.0,0.009262492651235237,0.00011061154939507379,1.1941877155532508
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,11,240,264,11746.0,0.01570163798702857,0.00014735663262106793,0.9384793659285873
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,12,264,288,11062.0,0.01647389624639631,0.00015867460141244803,0.9631880584846972
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,13,288,312,7702.0,0.01265236795617133,0.00014573538056641375,1.1518427307145278
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,14,312,336,4894.0,0.008522022974755968,0.00012302722233712668,1.4436387076350217
Q3p85_W2p62_t0p21_loweps_center,4,0.264,0.302,15,336,360,3855.0,0.00683486915829921,0.00011115962263796912,1.6263606524639034
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,1,0,24,2988.0,0.005283028448713133,9.753915633620627e-05,1.8462735395635688
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,2,24,48,4432.0,0.007606084476199687,0.00011534431528937427,1.5164742864781464
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,3,48,72,7964.0,0.012635521379783646,0.0001430571295808926,1.1321822446502174
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,4,72,96,10922.0,0.015336827534065317,0.00014888024128302998,0.9707368812249169
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,5,96,120,9246.0,0.011471547306478494,0.00012193528321911489,1.0629366724596305
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,6,120,144,2810.0,0.0036971563606910734,7.180423965475487e-05,1.9421477657313149
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,7,144,168,1190.0,0.0017319873333125604,5.13055661236434e-05,2.9622367979745854
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,8,168,192,948.0,0.0014125026834221736,4.674056876630945e-05,3.309060528866937
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,9,192,216,1150.0,0.0016748701344302505,5.044363442981172e-05,3.011793773907814
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,10,216,240,3013.0,0.003906842827012667,7.316675114280645e-05,1.8727846085058089
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,11,240,264,9665.0,0.011913409589327817,0.00012389147500798498,1.0399329770292505
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,12,264,288,10987.0,0.0153874816042513,0.0001489074054956418,0.9677178457487235
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,13,288,312,7841.0,0.012464042070407485,0.00014224569341805994,1.1412485020070984
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,14,312,336,4468.0,0.007664913864094624,0.00011575153663727316,1.5101479115048828
Q3p85_W2p62_t0p21_loweps_center,5,0.302,0.35,15,336,360,3014.0,0.005297609295405815,9.737998884774734e-05,1.8381874430074916
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,1,0,24,1308.0,0.002356294402822365,6.566032822690859e-05,2.7865927172878218
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,2,24,48,2254.0,0.003908708644139097,8.299590933668871e-05,2.123358809593974
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,3,48,72,5637.0,0.008809865259719106,0.00011846780089811458,1.344717511626186
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,4,72,96,6685.0,0.009017836936609463,0.00011203070870029407,1.2423235138072424
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,5,96,120,3503.0,0.004372886985746061,7.576432763794575e-05,1.7325928587889072
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,6,120,144,907.0,0.0012556688846417433,4.245160085280561e-05,3.380795795136513
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,7,144,168,407.0,0.0006004058113699141,3.0222589966560962e-05,5.033693777480881
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,8,168,192,319.0,0.00048121466707559386,2.730871588604397e-05,5.674955015815021
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,9,192,216,372.0,0.0005509481709794837,2.9018080050637023e-05,5.266934637254219
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,10,216,240,968.0,0.0013401494175152976,4.389155904899669e-05,3.2751242865421513
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,11,240,264,3827.0,0.004754716040232081,7.876847412962879e-05,1.6566388710309619
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,12,264,288,6864.0,0.009250822903873161,0.00011342786715661912,1.2261381320912415
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,13,288,312,5492.0,0.008559062110418753,0.00011665044659827102,1.3628881890724343
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,14,312,336,2231.0,0.003877041045546753,8.276759674606039e-05,2.134813528505944
Q3p85_W2p62_t0p21_loweps_center,6,0.35,0.408,15,336,360,1266.0,0.002290243530047294,6.488039159589014e-05,2.8329036080521246
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,1,0,24,463.0,0.000881413515245273,4.112799602597715e-05,4.666140842477593
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,2,24,48,907.0,0.0016480047749217318,5.502489378449717e-05,3.338879511869767
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,3,48,72,2611.0,0.004188971383466291,8.269850947229083e-05,1.9741960949816622
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,4,72,96,2605.0,0.0035940846057272297,7.13277671761466e-05,1.984587871484291
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,5,96,120,973.0,0.0012635736936638733,4.1128931014629184e-05,3.2549689203619967
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,6,120,144,170.0,0.00023553276779520222,1.8322972117410785e-05,7.77937281887791
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,7,144,168,66.0,9.947965702103426e-05,1.2391024384881562e-05,12.455837460579069
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,8,168,192,46.0,6.42335683428479e-05,9.566641120570303e-06,14.89352275979465
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,9,192,216,58.0,8.569369106843222e-05,1.1373938425799151e-05,13.272783893409715
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,10,216,240,148.0,0.0002038841703472486,1.6929011079836162e-05,8.303249365070002
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,11,240,264,1014.0,0.0013097007953644015,4.178344483119011e-05,3.190304608432691
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,12,264,288,2651.0,0.0036497803834576706,7.181855566938412e-05,1.9677500595623731
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,13,288,312,2642.0,0.004197844218368448,8.233984502815936e-05,1.9614792913911872
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,14,312,336,831.0,0.001504141807222252,5.245843669998874e-05,3.487599137801073
Q3p85_W2p62_t0p21_loweps_center,7,0.408,0.5,15,336,360,463.0,0.0008711976713770688,4.0678861834333715e-05,4.669303324701752
